id,price
100213,9446859
100214,3736293
100215,8076249
100216,4179485
100217,3235537
100218,3946399
100219,2962790
100220,5303171
100221,5880284
100222,4566652
100223,4897610
100224,3721019
100225,3251125
100226,1818144
100227,3808101
100228,5409543
100229,468249
100230,13139382
100231,4982208
100232,10594540
100233,2448500
100234,5419929
100235,4333172
100236,6077658
100237,5115287
100238,3546987
100239,3963139
100240,3796392
100241,4373234
100242,1476503
100243,2731420
100244,5045145
100245,2275062
100246,470072
100247,7737634
100248,8191123
100249,2749420
100250,7725086
100251,10362305
100252,1509143
100253,4602920
100254,1847921
100255,5313577
100256,5281267
100257,4057341
100258,16328059
100259,6933695
100260,3798483
100261,9286304
100262,3669372
100263,10095813
100264,4174597
100265,7228745
100266,5436717
100267,8020467
100268,3402952
100269,13850710
100270,1407541
100271,11902953
100272,3432916
100273,3059989
100274,2250858
100275,1886397
100276,6428696
100277,2966121
100278,6550801
100279,1453153
100280,4916955
100281,9584429
100282,1835796
100283,4213399
100284,4720866
100285,10455841
100286,3934544
100287,6907410
100288,2266760
100289,25385789
100290,4143076
100291,4521157
100292,3746652
100293,2280925
100294,1972800
100295,2692007
100296,5303319
100297,2892142
100298,1960015
100299,5342258
100300,6959798
100301,2979308
100302,2282704
100303,3504237
100304,4099422
100305,4359440
100306,6217586
100307,2243343
100308,4879953
100309,7626279
100310,11355411
100311,4496401
100312,3758688
100313,3197504
100314,7505985
100315,1796252
100316,9282602
100317,3757815
100318,3591332
100319,4930144
100320,1020031
100321,3757396
100322,4692204
100323,12794545
100324,742570
100325,4715537
100326,5232295
100327,4273038
100328,3905229
100329,3207600
100330,7207271
100331,1798588
100332,3400017
100333,3837613
100334,4674234
100335,3878522
100336,7815025
100337,5814240
100338,9186116
100339,14069376
100340,9058726
100341,4693871
100342,6085665
100343,16726728
100344,5404657
100345,3626447
100346,1773613
100347,3837881
100348,4912056
100349,4323963
100350,4928990
100351,3838165
100352,4913767
100353,5285906
100354,1597864
100355,6091182
100356,3408665
100357,6664030
100358,2845112
100359,4594494
100360,8760844
100361,1192088
100362,5207640
100363,8309792
100364,3079548
100365,2704756
100366,5652595
100367,7841392
100368,8992406
100369,4561033
100370,8502166
100371,7324003
100372,4097915
100373,1646590
100374,5354102
100375,3350423
100376,5881482
100377,5893007
100378,8103175
100379,2712693
100380,5985251
100381,5114628
100382,7153664
100383,9133535
100384,4727330
100385,9211816
100386,990640
100387,7814775
100388,1403017
100389,7224849
100390,3479946
100391,3721288
100392,3331395
100393,1370120
100394,2905979
100395,5236986
100396,6867116
100397,4072277
100398,5341150
100399,8827117
100400,3785294
100401,2863488
100402,7277008
100403,3738158
100404,4339440
100405,2833548
100406,2192013
100407,3681290
100408,8505923
100409,3385008
100410,2681514
100411,7165018
100412,1786619
100413,2975590
100414,3882103
100415,4491460
100416,7100362
100417,3692053
100418,5917497
100419,8236466
100420,2160747
100421,1863407
100422,2168028
100423,2354483
100424,2174145
100425,8349705
100426,5732394
100427,4798942
100428,12881689
100429,4194481
100430,4024080
100431,7796474
100432,3007857
100433,5268917
100434,5100996
100435,6764353
100436,5856191
100437,5127757
100438,5104008
100439,1876306
100440,3736333
100441,3109398
100442,5476312
100443,15556126
100444,1095133
100445,2944557
100446,2045402
100447,7832828
100448,1684674
100449,4421127
100450,894424
100451,6781024
100452,3398851
100453,8137621
100454,922305
100455,6067866
100456,5592133
100457,8516379
100458,1946121
100459,4567111
100460,2403438
100461,2822397
100462,5602174
100463,10801332
100464,6005618
100465,9706215
100466,7026062
100467,5156773
100468,4436905
100469,7105377
100470,2731520
100471,1786120
100472,872135
100473,4225490
100474,4027388
100475,8362210
100476,2523825
100477,4636066
100478,9863710
100479,2577619
100480,5513885
100481,7311985
100482,2219101
100483,3146590
100484,12829868
100485,1743578
100486,8522227
100487,4771357
100488,3178222
100489,2667481
100490,2865287
100491,3416528
100492,1664345
100493,2914650
100494,7690827
100495,4630759
100496,8965172
100497,2469305
100498,14491867
100499,3289509
100500,6852090
100501,5397495
100502,11728033
100503,9696831
100504,4309913
100505,3170894
100506,3002706
100507,11311545
100508,4823639
100509,7867756
100510,6115142
100511,7718880
100512,3905634
100513,4133892
100514,4187380
100515,3463804
100516,1361441
100517,8311052
100518,4995991
100519,3460614
100520,5396579
100521,988597
100522,7934017
100523,3755991
100524,10399659
100525,5853108
100526,12027166
100527,1410378
100528,2335364
100529,7017471
100530,2639996
100531,684272
100532,2486068
100533,1082675
100534,1780983
100535,6451619
100536,3578783
100537,9981452
100538,1417323
100539,2427408
100540,5166342
100541,6716473
100542,701063
100543,7494179
100544,-229946
100545,8346944
100546,3546705
100547,8022643
100548,5776233
100549,3274380
100550,8881513
100551,4673978
100552,3733373
100553,4709110
100554,1189176
100555,4648483
100556,10892369
100557,2590647
100558,2909968
100559,3043597
100560,3742313
100561,2936819
100562,5549473
100563,4928598
100564,1509259
100565,5814656
100566,10438867
100567,3307405
100568,6050417
100569,3975819
100570,3528002
100571,3491096
100572,2329518
100573,5937223
100574,4441667
100575,10414607
100576,6806159
100577,3976245
100578,3768663
100579,2389151
100580,1808783
100581,6398682
100582,6331005
100583,5821744
100584,517948
100585,4049139
100586,-452761
100587,2044901
100588,4186177
100589,6544714
100590,1557646
100591,5648237
100592,2319127
100593,687263
100594,1603322
100595,1736240
100596,4671226
100597,1124358
100598,616975
100599,8301793
100600,9332727
100601,16520563
100602,3592258
100603,6859226
100604,2775984
100605,4192484
100606,1833947
100607,9672527
100608,12912594
100609,5320222
100610,5820956
100611,6850501
100612,9011447
100613,4313159
100614,6458225
100615,2469257
100616,4197309
100617,7965217
100618,1110352
100619,9810565
100620,5850739
100621,6071459
100622,5836760
100623,3572091
100624,3922325
100625,2180697
100626,5710618
100627,2516032
100628,4806016
100629,3758580
100630,1244102
100631,4919733
100632,1560776
100633,1718816
100634,6848166
100635,6711288
100636,9036130
100637,5468602
100638,4261106
100639,7760113
100640,2226355
100641,6718358
100642,7919695
100643,8353500
100644,-93745
100645,-176356
100646,3466136
100647,1528452
100648,5582679
100649,4948190
100650,13459576
100651,2667072
100652,6046845
100653,3660238
100654,3582436
100655,3404278
100656,4582466
100657,3602005
100658,3671194
100659,5593060
100660,6632578
100661,3855431
100662,1531521
100663,1139626
100664,1893895
100665,27431250
100666,5092178
100667,9222174
100668,8318323
100669,3496590
100670,4599015
100671,2535369
100672,2462937
100673,1715666
100674,3164532
100675,10365664
100676,4557031
100677,3498538
100678,5860969
100679,7745679
100680,3270567
100681,7436298
100682,12061434
100683,2425648
100684,1918386
100685,4634342
100686,4019986
100687,-118194
100688,2139919
100689,2732469
100690,2545310
100691,16392931
100692,3049752
100693,3512461
100694,4269709
100695,2730884
100696,3916196
100697,5687011
100698,4487511
100699,1880491
100700,2455723
100701,3557761
100702,3719256
100703,3521314
100704,4642157
100705,2659955
100706,3660144
100707,5089912
100708,9069190
100709,4662746
100710,2864141
100711,2007087
100712,5049049
100713,3670024
100714,10142898
100715,5902683
100716,1401140
100717,9501705
100718,6127707
100719,1990696
100720,3290843
100721,3511403
100722,1699023
100723,4722356
100724,5344690
100725,6649182
100726,11291547
100727,8728155
100728,3546198
100729,6243048
100730,2544050
100731,4726275
100732,1528689
100733,2531053
100734,3908453
100735,2758954
100736,20183727
100737,3777551
100738,3155405
100739,5121317
100740,4048345
100741,3055947
100742,3078138
100743,9556147
100744,3453464
100745,7390209
100746,5474681
100747,4131637
100748,7497698
100749,5453809
100750,2818216
100751,4614631
100752,3351880
100753,1009397
100754,3835690
100755,3144779
100756,1372135
100757,7123939
100758,9607549
100759,5017478
100760,1803521
100761,5031968
100762,7034062
100763,9111053
100764,1461218
100765,1593897
100766,13224996
100767,2675800
100768,3826668
100769,2366845
100770,3877497
100771,5009421
100772,4318751
100773,5973726
100774,4450212
100775,2092801
100776,4620690
100777,5033836
100778,2626540
100779,2872041
100780,7706500
100781,2212319
100782,9695828
100783,1830770
100784,2296401
100785,7102827
100786,1264232
100787,4241808
100788,1454240
100789,4946156
100790,6825010
100791,4230558
100792,6944782
100793,2028711
100794,3224425
100795,1891456
100796,4124434
100797,5459443
100798,4769920
100799,2032340
100800,2228880
100801,3931488
100802,5975272
100803,7245141
100804,5421936
100805,3410690
100806,1951753
100807,5296183
100808,9605854
100809,4693305
100810,12385627
100811,6174312
100812,5015155
100813,6072269
100814,5822161
100815,4028443
100816,2239758
100817,4501945
100818,11388766
100819,4115821
100820,9461321
100821,7179253
100822,1135528
100823,3533280
100824,3225460
100825,2057147
100826,5992014
100827,4806607
100828,9416677
100829,2443824
100830,3344836
100831,3869673
100832,5061008
100833,6262708
100834,4761453
100835,11269240
100836,4441974
100837,4818849
100838,7397776
100839,8044579
100840,7813020
100841,3878101
100842,7013569
100843,5005800
100844,4705102
100845,5185402
100846,4491077
100847,4142965
100848,2589961
100849,8391673
100850,5078068
100851,3566185
100852,5222539
100853,2477981
100854,5320116
100855,15371305
100856,3127316
100857,3255864
100858,1723418
100859,7396915
100860,1720606
100861,8901323
100862,1622897
100863,3579373
100864,9139999
100865,1337838
100866,3027829
100867,5132869
100868,4698866
100869,2857768
100870,4566583
100871,6030300
100872,2549216
100873,2569375
100874,7817726
100875,2047719
100876,4096530
100877,8349368
100878,4515802
100879,2758461
100880,4168486
100881,4476465
100882,3379538
100883,3717334
100884,3971724
100885,14684138
100886,3436740
100887,9096079
100888,3349354
100889,4510386
100890,5564330
100891,7590017
100892,2164682
100893,2606848
100894,6333526
100895,13597030
100896,3658192
100897,4402605
100898,5037737
100899,2921041
100900,8506951
100901,3210842
100902,594760
100903,2931796
100904,5008835
100905,3285532
100906,6885107
100907,3761070
100908,4463179
100909,3694607
100910,3955050
100911,8470266
100912,4954929
100913,2760218
100914,2255492
100915,5777496
100916,4337577
100917,6669948
100918,3580531
100919,6811277
100920,3311803
100921,11247423
100922,3838195
100923,7192720
100924,4906484
100925,4227787
100926,3248784
100927,2599046
100928,4738824
100929,670448
100930,2856589
100931,4852681
100932,6048102
100933,5002111
100934,6193170
100935,10322886
100936,4751487
100937,1359637
100938,3068128
100939,3201727
100940,5209927
100941,5876202
100942,2507560
100943,4417212
100944,1698149
100945,5575213
100946,4562602
100947,4087467
100948,5782426
100949,4189727
100950,9419107
100951,5529006
100952,16603216
100953,4001428
100954,4499894
100955,10676493
100956,1423689
100957,1576643
100958,3203452
100959,3605123
100960,3766161
100961,1356967
100962,5924214
100963,5909888
100964,1197449
100965,6574375
100966,2248872
100967,4771856
100968,2913152
100969,4622423
100970,3985397
100971,3168454
100972,5962205
100973,1961011
100974,8189724
100975,322017
100976,8379891
100977,9637372
100978,11220365
100979,9773589
100980,6263948
100981,-142406
100982,10114956
100983,5988677
100984,5386119
100985,5483563
100986,2355007
100987,5493674
100988,3758933
100989,9112689
100990,8530024
100991,2144558
100992,5006929
100993,12024761
100994,3248515
100995,1406342
100996,4331443
100997,9482955
100998,7748633
100999,4231087
101000,15757109
101001,5269833
101002,1410483
101003,-322489
101004,10363896
101005,4741720
101006,3624337
101007,6222636
101008,4241922
101009,2643210
101010,6317434
101011,7230901
101012,10787478
101013,2244099
101014,12670305
101015,3707444
101016,1539777
101017,1932504
101018,4717735
101019,3822608
101020,3675480
101021,5677003
101022,5556554
101023,1169776
101024,246838
101025,1414495
101026,2204189
101027,5354968
101028,4300702
101029,799136
101030,889010
101031,6249273
101032,3401308
101033,2559382
101034,4217051
101035,1635065
101036,2543059
101037,3734030
101038,3873396
101039,3663714
101040,3159825
101041,4326345
101042,3918771
101043,2262409
101044,7611282
101045,3438314
101046,4069208
101047,3567058
101048,1495728
101049,2468226
101050,3499106
101051,6281613
101052,15085325
101053,4174734
101054,4011003
101055,2878340
101056,4501821
101057,5211554
101058,9941056
101059,8437719
101060,4712805
101061,4542128
101062,9159836
101063,3171260
101064,3022745
101065,6581591
101066,4812303
101067,8806686
101068,6125343
101069,10257976
101070,4322874
101071,4581135
101072,1007948
101073,2935414
101074,7479233
101075,5684322
101076,1532231
101077,2048249
101078,2184982
101079,3115913
101080,862146
101081,6150013
101082,1653678
101083,8272725
101084,6195796
101085,2234606
101086,5282390
101087,6384521
101088,4692785
101089,22239077
101090,4211920
101091,7566439
101092,4765360
101093,5496606
101094,5848101
101095,3077373
101096,3735249
101097,3944006
101098,3506301
101099,10554385
101100,3485685
101101,1510914
101102,3354244
101103,9148612
101104,8126982
101105,3165859
101106,4024436
101107,2627456
101108,2702686
101109,-1806227
101110,5118267
101111,3010488
101112,3989681
101113,3861384
101114,2130834
101115,7313869
101116,3901349
101117,2187077
101118,3459646
101119,4138411
101120,3374400
101121,15854648
101122,4165301
101123,3256705
101124,7522299
101125,5709287
101126,20012278
101127,6155682
101128,3442945
101129,7558694
101130,9720403
101131,9758465
101132,3021771
101133,9443222
101134,3989146
101135,9484559
101136,15421548
101137,3952498
101138,3370580
101139,5406014
101140,2587122
101141,6516000
101142,1873140
101143,2174087
101144,3458680
101145,2745886
101146,4190556
101147,8104176
101148,11237452
101149,5461414
101150,5529995
101151,4827604
101152,5812049
101153,2809720
101154,8682426
101155,11022600
101156,3498855
101157,2708360
101158,3568508
101159,8300870
101160,7002729
101161,5101207
101162,1238265
101163,3608434
101164,6822326
101165,12946119
101166,6813622
101167,10802189
101168,997260
101169,8038883
101170,12716864
101171,1806917
101172,2368902
101173,931275
101174,8412580
101175,2439017
101176,2367436
101177,7356885
101178,3684629
101179,6870454
101180,4211061
101181,2274502
101182,6119930
101183,8988591
101184,3257319
101185,7766863
101186,6852203
101187,4781927
101188,3295277
101189,6953510
101190,3481302
101191,1591592
101192,10574663
101193,4466654
101194,5741411
101195,8575895
101196,2812154
101197,1240946
101198,3368687
101199,5026526
101200,1515790
101201,4869394
101202,1789041
101203,6220936
101204,3018077
101205,1778283
101206,3462543
101207,4141000
101208,6652879
101209,7304547
101210,3633421
101211,3178595
101212,2535488
101213,18494943
101214,2262655
101215,-460399
101216,5673787
101217,5240697
101218,6578851
101219,3753302
101220,5795216
101221,1992970
101222,-1122195
101223,4083355
101224,2728307
101225,938202
101226,6061344
101227,4963365
101228,5545453
101229,4047994
101230,10393931
101231,4682937
101232,13273544
101233,2498252
101234,2298103
101235,2310253
101236,4526673
101237,3803354
101238,1510779
101239,1002056
101240,4409734
101241,6478121
101242,2744019
101243,10241995
101244,3734814
101245,4790513
101246,14386274
101247,8687220
101248,3270295
101249,3939235
101250,5482212
101251,2941587
101252,1597181
101253,11123677
101254,1116102
101255,5624292
101256,3408963
101257,4678310
101258,4354236
101259,8221728
101260,3051983
101261,21005160
101262,4486746
101263,2376749
101264,9143669
101265,3281384
101266,7152790
101267,7519547
101268,17399598
101269,6267345
101270,12278120
101271,3343528
101272,3852462
101273,1913539
101274,9767868
101275,6932024
101276,6842707
101277,4013445
101278,7290177
101279,4493224
101280,3878459
101281,3544262
101282,1901522
101283,-68979
101284,2070832
101285,3960357
101286,2809439
101287,10200983
101288,9558564
101289,419034
101290,4785775
101291,5543332
101292,-443467
101293,3214813
101294,4206473
101295,5992166
101296,845115
101297,16241367
101298,936557
101299,3985247
101300,3212594
101301,4321525
101302,1801026
101303,4167293
101304,5044483
101305,5303596
101306,5563394
101307,4986961
101308,1238101
101309,4182826
101310,21853948
101311,3926618
101312,4928936
101313,7117146
101314,16363673
101315,3052281
101316,6026904
101317,11499476
101318,3567246
101319,4605292
101320,7781038
101321,5173184
101322,6115115
101323,4051193
101324,3312012
101325,8526908
101326,6031043
101327,15183941
101328,7625679
101329,4876314
101330,2972464
101331,4844249
101332,4715366
101333,6294148
101334,3010504
101335,5882357
101336,6704484
101337,6448248
101338,3525498
101339,19020084
101340,4803914
101341,889273
101342,6458495
101343,2079767
101344,5165470
101345,4414811
101346,2419979
101347,5410637
101348,9705881
101349,14958092
101350,2196579
101351,25745598
101352,5667349
101353,5779714
101354,7680880
101355,11319665
101356,1384987
101357,2940386
101358,2220689
101359,4450354
101360,2896097
101361,2370067
101362,819218
101363,959583
101364,8073587
101365,5977936
101366,1746449
101367,5781947
101368,3414558
101369,4373559
101370,3286109
101371,8051496
101372,2044084
101373,6224286
101374,1512093
101375,3161606
101376,2725118
101377,10780080
101378,3060579
101379,1937624
101380,5211123
101381,8950571
101382,1677393
101383,12519
101384,11962494
101385,1639694
101386,3335095
101387,15121767
101388,6422874
101389,1602248
101390,5773288
101391,13179586
101392,7033993
101393,4957964
101394,6488248
101395,4147102
101396,6974776
101397,4446849
101398,7553584
101399,5474707
101400,11295457
101401,4202503
101402,3963458
101403,4792308
101404,3573340
101405,4519746
101406,2331033
101407,7695232
101408,38378593
101409,7501625
101410,7197969
101411,6356209
101412,6780387
101413,4620292
101414,5413275
101415,10688774
101416,4644498
101417,6962219
101418,4077157
101419,7254415
101420,4300255
101421,1797747
101422,3866988
101423,6934283
101424,23238296
101425,3184796
101426,2639808
101427,5252721
101428,5711525
101429,1807211
101430,8814961
101431,8867091
101432,1115577
101433,3713953
101434,4415104
101435,6158955
101436,3702295
101437,5002997
101438,1958257
101439,2282023
101440,3018500
101441,1755014
101442,8109209
101443,3708837
101444,2186765
101445,7537147
101446,1794235
101447,1964756
101448,4531749
101449,6230108
101450,6303160
101451,7442030
101452,1724134
101453,6025303
101454,5249141
101455,5749851
101456,6858905
101457,6746396
101458,3894743
101459,7666200
101460,2660136
101461,3417173
101462,8384058
101463,7914773
101464,4406787
101465,4249681
101466,10004352
101467,4543496
101468,2892908
101469,5072407
101470,6513020
101471,1539503
101472,3491351
101473,6518442
101474,4718517
101475,5171928
101476,2639085
101477,784023
101478,1531200
101479,5627891
101480,5374446
101481,6684421
101482,4542686
101483,4033516
101484,5331184
101485,7844233
101486,4260440
101487,4131554
101488,4288564
101489,3645716
101490,3766083
101491,1833770
101492,16835331
101493,6148361
101494,4044298
101495,4307868
101496,3387445
101497,4549443
101498,5115646
101499,1855735
101500,3323546
101501,2872509
101502,2282350
101503,9667634
101504,4604851
101505,4326488
101506,1923564
101507,1960904
101508,2384349
101509,9852041
101510,8886099
101511,1106854
101512,2781618
101513,5265750
101514,2594918
101515,4844978
101516,2212400
101517,4010562
101518,6042012
101519,5206254
101520,1967144
101521,2035871
101522,2923032
101523,7448053
101524,3247935
101525,5363921
101526,2607821
101527,2825345
101528,2880368
101529,4035292
101530,5855723
101531,3241337
101532,6962929
101533,1916777
101534,2016456
101535,3838601
101536,2483485
101537,10750811
101538,5183387
101539,1895375
101540,1590184
101541,2071734
101542,2428189
101543,3941327
101544,3068947
101545,3627239
101546,4062964
101547,12435025
101548,9446731
101549,2461384
101550,2886214
101551,4527146
101552,3396487
101553,11871278
101554,4805965
101555,6622512
101556,2032611
101557,15305189
101558,6784575
101559,3339530
101560,5158991
101561,3915565
101562,6852207
101563,3124099
101564,5527322
101565,3721730
101566,8315803
101567,3498543
101568,1188816
101569,6317913
101570,3660819
101571,3626585
101572,4218868
101573,13011302
101574,4441643
101575,5878549
101576,2628523
101577,2253589
101578,12320273
101579,644696
101580,2484507
101581,3799583
101582,2984850
101583,6479003
101584,13551048
101585,6850119
101586,4352109
101587,2897213
101588,6528249
101589,735106
101590,13205800
101591,4367837
101592,3079322
101593,1557302
101594,2164197
101595,4348868
101596,3493540
101597,2233313
101598,3844763
101599,8070277
101600,7059947
101601,6129738
101602,9012738
101603,5389369
101604,4022132
101605,12486146
101606,3983491
101607,10836395
101608,5759841
101609,4774093
101610,1733208
101611,8796849
101612,9890778
101613,3720892
101614,5599525
101615,2820163
101616,6538262
101617,5454704
101618,3145401
101619,3136066
101620,16338138
101621,1692580
101622,3082434
101623,9051242
101624,20626652
101625,5999168
101626,3348617
101627,3486576
101628,2882868
101629,1286006
101630,7342210
101631,4359012
101632,5755719
101633,7296395
101634,7443709
101635,4860707
101636,7786645
101637,2765610
101638,7047147
101639,5938109
101640,8341642
101641,1863105
101642,4588031
101643,33796
101644,3467238
101645,4813998
101646,1445671
101647,5417569
101648,6321446
101649,705335
101650,4892686
101651,6788191
101652,-704243
101653,5338174
101654,-838305
101655,3328570
101656,4365464
101657,1238782
101658,3615547
101659,2282785
101660,5117510
101661,4556825
101662,5138450
101663,4567082
101664,2598621
101665,2115171
101666,2978512
101667,8851867
101668,4909286
101669,3143917
101670,6481427
101671,9795203
101672,6789868
101673,6380136
101674,4056038
101675,4919741
101676,2642451
101677,5294341
101678,2228394
101679,5271033
101680,6533992
101681,3018003
101682,4359697
101683,3184787
101684,2642272
101685,3857690
101686,7451613
101687,7953170
101688,6207279
101689,13314531
101690,2890027
101691,2332100
101692,5417037
101693,3438440
101694,1124133
101695,3149599
101696,3321967
101697,2740168
101698,7037775
101699,4607969
101700,5570963
101701,1820129
101702,5627493
101703,5241366
101704,7317050
101705,4522313
101706,2927031
101707,5279393
101708,4562165
101709,11278194
101710,5954384
101711,4244364
101712,1153028
101713,4602691
101714,4772752
101715,6005000
101716,4760152
101717,2650118
101718,10958154
101719,4117079
101720,3491189
101721,18056653
101722,16251009
101723,6699743
101724,3106558
101725,4328662
101726,6563109
101727,2075202
101728,9895848
101729,1848806
101730,-433153
101731,10535620
101732,12572461
101733,3673426
101734,3572962
101735,4145262
101736,4981782
101737,6875560
101738,13667974
101739,2800304
101740,1156271
101741,3897669
101742,1607510
101743,4177863
101744,7430154
101745,5033907
101746,4604426
101747,4202717
101748,3287454
101749,7368028
101750,2731133
101751,1946090
101752,4030174
101753,3914450
101754,4944755
101755,2405770
101756,6745341
101757,7764694
101758,-611880
101759,6763942
101760,4677925
101761,3727350
101762,2263674
101763,5009373
101764,3237399
101765,2178354
101766,8758101
101767,5422723
101768,3472596
101769,10177862
101770,1335150
101771,5739671
101772,18193982
101773,4810512
101774,9066352
101775,5529948
101776,2537913
101777,5116554
101778,5103987
101779,7907766
101780,1874274
101781,216208
101782,2206267
101783,3767834
101784,4473437
101785,3341887
101786,7428577
101787,1343092
101788,9284391
101789,3890271
101790,3607110
101791,5000064
101792,3969410
101793,30747935
101794,3991224
101795,4458001
101796,3340505
101797,1812962
101798,686145
101799,1293274
101800,3993802
101801,5776084
101802,3553818
101803,5037309
101804,1861262
101805,2776897
101806,8052411
101807,1321368
101808,427435
101809,4138579
101810,3172032
101811,5882911
101812,1572548
101813,4586762
101814,7911202
101815,6134684
101816,13326802
101817,8872316
101818,14172696
101819,2761120
101820,3036129
101821,3622628
101822,3355877
101823,7133209
101824,4149752
101825,3471528
101826,4159396
101827,2547069
101828,10899302
101829,2497975
101830,1295649
101831,7090258
101832,6596635
101833,7121434
101834,1666755
101835,4329641
101836,1891917
101837,3175996
101838,6429162
101839,2588384
101840,3429638
101841,5615121
101842,3505395
101843,9441711
101844,4647570
101845,4224380
101846,2172696
101847,4545215
101848,3032872
101849,1941791
101850,6153717
101851,4126251
101852,2955548
101853,3284773
101854,5064731
101855,9394879
101856,6598931
101857,13769295
101858,1935099
101859,2931458
101860,5136400
101861,2714482
101862,2033278
101863,5468125
101864,4941903
101865,7195534
101866,2414717
101867,2259794
101868,2287407
101869,2375947
101870,17215242
101871,9483381
101872,5004955
101873,15539349
101874,9320764
101875,3179392
101876,3590761
101877,7310832
101878,2534204
101879,4523386
101880,10353291
101881,4096878
101882,7613968
101883,3524436
101884,4339111
101885,2231046
101886,3280103
101887,6571959
101888,382438
101889,2551919
101890,2402885
101891,5605130
101892,4541931
101893,7572725
101894,2025512
101895,3128938
101896,2943904
101897,773634
101898,2575953
101899,7002240
101900,3804631
101901,1237047
101902,3530717
101903,6679477
101904,2630487
101905,3242265
101906,8150444
101907,5465866
101908,7550087
101909,7699900
101910,7817055
101911,5135720
101912,3330726
101913,5870713
101914,5541377
101915,2018726
101916,4657339
101917,4318978
101918,4028066
101919,6491404
101920,4466685
101921,4290294
101922,4775667
101923,7575018
101924,2148970
101925,3801007
101926,321791
101927,5782291
101928,4050728
101929,4356986
101930,4013739
101931,3754354
101932,4104283
101933,3105510
101934,3538076
101935,3596179
101936,19650885
101937,548085
101938,11564842
101939,3580277
101940,4047026
101941,6971054
101942,1030183
101943,1288986
101944,4085386
101945,2717074
101946,7424092
101947,5599911
101948,5944000
101949,8092436
101950,1771515
101951,2160011
101952,4490933
101953,1811587
101954,2668387
101955,3519612
101956,4042123
101957,1994839
101958,3324704
101959,6614405
101960,15814431
101961,4239172
101962,2993466
101963,140295
101964,5205723
101965,2371866
101966,3546473
101967,7520084
101968,757359
101969,5328461
101970,4327513
101971,9987442
101972,5000229
101973,5498790
101974,8267878
101975,6013853
101976,3773001
101977,1888361
101978,3786070
101979,-672923
101980,992507
101981,6040826
101982,1989340
101983,2374720
101984,3793533
101985,4113327
101986,3483455
101987,5036122
101988,4912558
101989,1629271
101990,7787849
101991,5271401
101992,8566192
101993,2553553
101994,2043293
101995,4025324
101996,5191315
101997,7126880
101998,2970582
101999,3620870
102000,32008082
102001,430820
102002,524939
102003,-1271367
102004,3467040
