ID,TARGET
812,2
813,0
814,2
815,0
816,2
817,2
818,2
819,2
820,0
821,2
822,0
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,0
831,0
832,1
833,2
834,1
835,1
836,0
837,1
838,2
839,0
840,0
841,1
842,0
843,0
844,2
845,1
846,1
847,2
848,1
849,2
850,1
851,0
852,1
853,0
854,0
855,1
856,0
857,1
858,2
859,0
860,1
861,0
862,1
863,0
864,2
865,2
866,0
867,2
868,0
869,2
870,2
871,1
872,0
873,2
874,2
875,0
876,0
877,0
878,0
879,2
880,2
881,0
882,2
883,2
884,2
885,1
886,2
887,0
888,2
889,1
890,1
891,1
892,2
893,2
894,2
895,1
896,2
897,0
898,2
899,2
900,0
901,1
902,2
903,1
904,2
905,0
906,2
907,0
908,1
909,2
910,2
911,2
912,2
913,2
914,0
915,2
916,2
917,1
918,1
919,0
920,1
921,2
922,2
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,1
934,1
935,0
936,2
937,1
938,2
939,1
940,1
941,0
942,1
943,0
944,1
945,0
946,1
947,1
948,0
949,1
950,1
951,0
952,0
953,1
954,2
955,1
956,0
957,2
958,0
959,0
960,2
961,2
962,0
963,2
964,1
965,1
966,2
967,0
968,1
969,2
970,2
971,1
972,0
973,1
974,1
975,0
976,2
977,1
978,0
979,2
980,1
981,2
982,1
983,1
984,1
985,0
986,1
987,1
988,1
989,1
990,1
991,1
992,0
993,0
994,1
995,0
996,0
997,0
998,0
999,1
1000,0
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,2
1008,2
1009,1
1010,0
1011,2
1012,0
1013,0
1014,0
1015,0
1016,2
1017,2
1018,2
1019,2
1020,2
1021,1
1022,2
1023,1
1024,1
1025,2
1026,1
1027,1
1028,0
1029,2
1030,1
1031,2
1032,2
1033,0
1034,0
1035,0
1036,0
1037,2
1038,2
1039,0
1040,0
1041,2
1042,1
1043,1
1044,1
1045,0
1046,0
1047,1
1048,1
1049,1
1050,1
1051,2
1052,1
1053,1
1054,1
1055,0
1056,1
1057,1
1058,1
1059,1
1060,1
1061,2
1062,2
1063,1
1064,0
1065,1
1066,0
1067,1
1068,1
1069,1
1070,0
1071,2
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,2
1079,2
1080,1
1081,2
1082,1
1083,1
1084,1
1085,2
1086,0
1087,0
1088,0
1089,2
1090,1
1091,0
1092,2
1093,1
1094,1
1095,0
1096,0
1097,0
1098,2
1099,2
1100,1
1101,1
1102,2
1103,2
1104,1
1105,1
1106,1
1107,1
1108,0
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,2
1117,2
1118,2
1119,1
1120,2
1121,1
1122,1
1123,2
1124,2
1125,2
1126,2
1127,0
1128,1
1129,2
1130,2
1131,2
1132,1
1133,0
1134,0
1135,1
1136,2
1137,2
1138,0
1139,1
1140,0
1141,2
1142,2
1143,2
1144,2
1145,2
1146,2
1147,0
1148,1
1149,2
1150,0
1151,0
1152,0
1153,2
1154,0
1155,1
1156,2
1157,1
1158,1
1159,1
1160,1
1161,1
1162,2
1163,1
1164,2
1165,0
1166,2
1167,1
1168,2
1169,2
1170,0
1171,0
1172,1
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,1
1185,2
1186,2
1187,1
1188,0
1189,1
1190,1
1191,1
1192,2
1193,0
1194,1
1195,0
1196,0
1197,0
1198,2
1199,0
1200,0
1201,2
1202,2
1203,2
1204,2
1205,2
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,2
1215,1
1216,0
1217,2
1218,2
1219,2
1220,0
1221,2
1222,1
1223,1
1224,1
1225,1
1226,1
1227,2
1228,0
1229,1
1230,0
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,1
1242,1
1243,2
1244,2
1245,2
1246,0
1247,1
1248,1
1249,0
1250,0
1251,0
1252,1
1253,1
1254,0
1255,2
1256,2
1257,2
1258,2
1259,2
1260,1
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,2
1269,2
1270,2
1271,2
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,1
1280,1
1281,0
1282,0
1283,1
1284,2
1285,1
1286,1
1287,2
1288,2
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,0
1306,1
1307,1
1308,0
1309,1
1310,0
1311,2
1312,0
1313,2
1314,0
1315,0
1316,0
1317,1
1318,1
1319,1
1320,2
1321,0
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,0
1339,2
1340,0
1341,0
1342,2
1343,1
1344,1
1345,1
1346,1
1347,2
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,2
1355,0
1356,2
1357,2
1358,1
1359,1
1360,2
1361,0
1362,0
1363,2
1364,1
1365,1
1366,2
1367,0
1368,1
1369,2
1370,1
1371,2
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,0
1379,1
1380,1
1381,1
1382,0
1383,1
1384,1
1385,1
1386,1
1387,1
1388,2
1389,2
1390,2
1391,0
1392,1
1393,0
1394,0
1395,0
1396,1
1397,1
1398,1
1399,1
1400,0
1401,2
1402,2
1403,1
1404,1
1405,1
1406,2
1407,1
1408,1
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,1
1418,2
1419,0
1420,0
1421,1
1422,2
1423,2
1424,1
1425,0
1426,0
1427,2
1428,0
1429,1
1430,2
1431,1
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,0
1439,2
1440,2
1441,2
1442,1
1443,2
1444,2
1445,2
1446,2
1447,2
1448,0
1449,1
1450,0
1451,1
1452,1
1453,1
1454,1
1455,2
1456,1
1457,1
1458,1
1459,0
1460,1
1461,0
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,1
1469,1
1470,1
1471,1
1472,0
1473,0
1474,1
1475,2
1476,0
1477,1
1478,0
1479,2
1480,1
1481,0
1482,0
1483,1
1484,2
1485,2
1486,0
1487,2
1488,1
1489,2
1490,1
1491,1
1492,1
1493,1
1494,1
1495,2
1496,1
1497,2
1498,2
1499,0
1500,1
1501,1
1502,2
1503,1
1504,1
1505,2
1506,2
1507,1
1508,1
1509,2
1510,2
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,0
1518,1
1519,1
1520,1
1521,1
1522,2
1523,1
1524,0
1525,2
1526,0
1527,2
1528,2
1529,2
1530,0
1531,1
1532,1
1533,2
1534,0
1535,1
1536,0
1537,0
1538,1
1539,1
1540,2
1541,0
1542,1
1543,1
1544,0
1545,1
1546,1
1547,0
1548,1
1549,2
1550,2
1551,0
1552,1
1553,0
1554,0
1555,2
1556,1
1557,0
1558,0
1559,2
1560,1
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,0
1568,1
1569,1
1570,2
1571,0
1572,0
1573,2
1574,0
1575,1
1576,1
1577,1
1578,0
1579,0
1580,2
1581,2
1582,1
1583,0
1584,1
1585,2
1586,0
1587,1
1588,0
1589,2
1590,0
1591,0
1592,1
1593,2
1594,0
1595,0
1596,2
1597,0
1598,1
1599,0
1600,2
1601,2
1602,0
1603,0
1604,0
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,2
1623,2
1624,2
1625,2
1626,2
1627,0
1628,2
1629,1
1630,1
1631,1
1632,1
1633,0
1634,2
1635,2
1636,0
1637,2
1638,2
1639,2
1640,2
1641,2
1642,1
1643,1
1644,0
1645,2
1646,1
1647,0
1648,1
1649,0
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,0
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,2
1665,1
1666,2
1667,0
1668,1
1669,0
1670,1
1671,1
1672,1
1673,2
1674,2
1675,2
1676,2
1677,2
1678,2
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,1
1707,0
1708,2
1709,2
1710,2
1711,2
1712,2
1713,2
1714,2
1715,0
1716,0
1717,1
1718,0
1719,1
1720,0
1721,1
1722,1
1723,1
1724,2
1725,1
1726,1
1727,0
1728,1
1729,1
1730,1
1731,1
1732,2
1733,2
1734,1
1735,2
1736,2
1737,0
1738,2
1739,2
1740,2
1741,1
1742,2
1743,0
1744,2
1745,1
1746,1
1747,0
1748,0
1749,0
1750,1
1751,1
1752,1
1753,1
1754,2
1755,0
1756,1
1757,2
1758,2
1759,2
1760,1
1761,1
1762,1
1763,2
1764,2
1765,1
1766,0
1767,1
1768,0
1769,0
1770,1
1771,1
1772,1
1773,1
1774,2
1775,1
1776,0
1777,2
1778,2
1779,1
1780,1
1781,2
1782,2
1783,0
1784,1
1785,1
1786,1
1787,0
1788,1
1789,1
1790,2
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,2
1808,2
1809,0
1810,2
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,0
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,2
1829,2
1830,2
1831,0
1832,2
1833,2
1834,2
1835,1
1836,1
1837,2
1838,1
1839,1
1840,1
1841,1
1842,0
1843,2
1844,0
1845,0
1846,2
1847,1
1848,2
1849,2
1850,0
1851,2
1852,0
1853,0
1854,0
1855,2
1856,2
1857,0
1858,1
1859,0
1860,1
1861,0
1862,2
1863,1
1864,0
1865,0
1866,1
1867,0
1868,0
1869,1
1870,1
1871,2
1872,0
1873,1
1874,1
1875,1
1876,0
1877,2
1878,0
1879,1
1880,1
1881,1
1882,2
1883,2
1884,1
1885,1
1886,0
1887,1
1888,1
1889,0
1890,0
1891,0
1892,0
1893,1
1894,0
1895,2
1896,1
1897,2
1898,1
1899,2
1900,2
1901,1
1902,2
1903,1
1904,0
1905,1
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,0
1919,1
1920,1
1921,0
1922,1
1923,1
1924,1
1925,2
1926,2
1927,1
1928,1
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,1
1936,1
1937,1
1938,0
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,2
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,1
1953,1
1954,0
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,0
1962,1
1963,1
1964,0
1965,1
1966,1
1967,0
1968,2
1969,2
1970,1
1971,1
1972,1
1973,1
1974,1
1975,2
1976,2
1977,1
1978,0
1979,2
1980,1
1981,1
1982,0
1983,2
1984,0
1985,0
1986,1
1987,2
1988,0
1989,2
1990,2
1991,1
1992,1
1993,1
1994,2
1995,0
1996,0
1997,1
1998,1
1999,2
2000,2
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,2
2013,2
2014,2
2015,0
2016,1
2017,2
2018,2
2019,2
2020,2
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,2
2032,2
2033,1
2034,0
2035,2
2036,1
2037,0
2038,1
2039,1
2040,1
2041,1
2042,0
2043,0
2044,1
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,0
2053,2
2054,2
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,0
2067,0
2068,2
2069,1
2070,0
2071,2
2072,1
2073,0
2074,2
2075,0
2076,2
2077,1
2078,2
2079,2
2080,2
2081,2
2082,0
2083,0
2084,1
2085,1
2086,2
2087,2
2088,1
2089,2
2090,2
2091,1
2092,0
2093,0
2094,1
2095,0
2096,0
2097,0
2098,1
2099,1
2100,1
2101,2
2102,1
2103,1
2104,2
2105,2
2106,1
2107,2
2108,1
2109,2
2110,0
2111,0
2112,2
2113,1
2114,1
2115,2
2116,1
2117,2
2118,0
2119,0
2120,1
2121,2
2122,1
2123,2
2124,0
2125,2
2126,1
2127,1
2128,2
2129,0
2130,1
2131,0
2132,2
2133,1
2134,2
2135,2
2136,0
2137,2
2138,0
2139,1
2140,2
2141,1
2142,0
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,1
2160,1
2161,0
2162,1
2163,0
2164,2
2165,1
2166,2
2167,0
2168,0
2169,1
2170,0
2171,2
2172,1
2173,1
2174,1
2175,2
2176,2
2177,2
2178,2
2179,1
2180,1
2181,2
2182,2
2183,0
2184,2
2185,1
2186,1
2187,0
2188,0
2189,1
2190,1
2191,1
2192,2
2193,0
2194,2
2195,1
2196,1
2197,2
2198,1
2199,1
2200,1
2201,1
2202,2
2203,0
2204,1
2205,2
2206,2
2207,2
2208,2
2209,2
2210,0
2211,1
2212,0
2213,1
2214,1
2215,1
2216,1
2217,2
2218,0
2219,1
2220,2
2221,2
2222,0
2223,1
2224,1
2225,1
2226,1
2227,0
2228,1
2229,0
2230,1
2231,1
2232,2
2233,1
2234,1
2235,1
2236,2
2237,1
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,2
2248,2
2249,1
2250,0
2251,0
2252,1
2253,2
2254,2
2255,2
2256,1
2257,1
2258,1
2259,1
2260,2
2261,1
2262,2
2263,2
2264,1
2265,2
2266,2
2267,0
2268,2
2269,1
2270,1
2271,1
2272,0
2273,1
2274,1
2275,1
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,1
2283,1
2284,0
2285,2
2286,0
2287,0
2288,0
2289,2
2290,2
2291,1
2292,1
2293,2
2294,2
2295,0
2296,0
2297,1
2298,0
2299,1
2300,1
2301,0
2302,2
2303,1
2304,1
2305,1
2306,1
2307,1
2308,0
2309,1
2310,1
2311,2
2312,2
2313,0
2314,0
2315,2
2316,1
2317,0
2318,2
2319,2
2320,0
2321,1
2322,2
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,2
2331,2
2332,0
2333,1
2334,0
2335,2
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,2
2344,1
2345,2
2346,1
2347,1
2348,2
2349,1
2350,2
2351,1
2352,0
2353,0
2354,1
2355,2
2356,2
2357,1
2358,1
2359,1
2360,1
2361,2
2362,2
2363,2
2364,0
2365,0
2366,1
2367,1
2368,2
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,1
2376,1
2377,1
2378,2
2379,0
2380,2
2381,2
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,0
2389,0
2390,2
2391,1
2392,0
2393,0
2394,2
2395,0
2396,2
2397,2
2398,0
2399,1
2400,2
2401,1
2402,2
2403,0
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,2
2417,1
2418,0
2419,2
2420,1
2421,1
2422,1
2423,1
2424,1
2425,2
2426,1
2427,1
2428,2
2429,2
2430,0
2431,0
2432,1
2433,1
2434,0
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,0
2442,0
2443,1
2444,0
2445,1
2446,0
2447,1
2448,2
2449,1
2450,2
2451,2
2452,2
2453,0
2454,2
2455,2
2456,2
2457,2
2458,1
2459,2
2460,0
2461,0
2462,0
2463,0
2464,2
2465,0
2466,0
2467,2
2468,0
2469,0
2470,1
2471,0
2472,0
2473,2
2474,1
2475,1
2476,0
2477,2
2478,2
2479,0
2480,1
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,2
2492,0
2493,1
2494,1
2495,2
2496,2
2497,0
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,2
2505,0
2506,1
2507,2
2508,0
2509,0
2510,2
2511,2
2512,0
2513,0
2514,2
2515,1
2516,2
2517,2
2518,2
2519,1
2520,1
2521,0
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,2
2531,1
2532,1
2533,0
2534,1
2535,0
2536,2
2537,1
2538,2
2539,1
2540,1
2541,1
2542,1
2543,1
2544,2
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,0
2553,0
2554,1
2555,2
2556,0
2557,1
2558,2
2559,2
2560,0
2561,1
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,1
2569,2
2570,1
2571,1
2572,2
2573,2
2574,1
2575,1
2576,0
2577,1
2578,0
2579,1
2580,1
2581,0
2582,1
2583,2
2584,1
2585,2
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,2
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,2
2603,2
2604,0
2605,0
2606,0
2607,0
2608,1
2609,0
2610,0
2611,0
2612,1
2613,1
2614,0
2615,0
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,0
2623,2
2624,1
2625,0
2626,2
2627,0
2628,1
2629,1
2630,1
2631,2
2632,1
2633,0
2634,1
2635,2
2636,0
2637,1
2638,1
2639,2
2640,2
2641,0
2642,0
2643,1
2644,2
2645,0
2646,1
2647,0
2648,2
2649,2
2650,1
2651,1
2652,2
2653,1
2654,1
2655,0
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,2
2663,1
2664,1
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,0
2674,2
2675,0
2676,2
2677,2
2678,2
2679,0
2680,0
2681,1
2682,0
2683,1
2684,0
2685,1
2686,0
2687,2
2688,0
2689,0
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,1
2697,0
2698,1
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,0
2709,0
2710,0
2711,1
2712,0
2713,1
2714,1
2715,2
2716,0
2717,2
2718,0
2719,2
2720,2
2721,2
2722,1
2723,2
2724,1
2725,0
2726,2
2727,0
2728,1
2729,0
2730,2
2731,1
2732,2
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,0
2757,2
2758,2
2759,2
2760,1
2761,2
2762,1
2763,1
2764,2
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,2
2772,1
2773,2
2774,0
2775,1
2776,2
2777,0
2778,2
2779,1
2780,1
2781,2
2782,0
2783,0
2784,1
2785,0
2786,1
2787,0
2788,0
2789,0
2790,1
2791,2
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,1
2799,1
2800,0
2801,1
2802,2
2803,1
2804,0
2805,2
2806,2
2807,2
2808,1
2809,0
2810,1
2811,2
2812,2
2813,1
2814,0
2815,1
2816,0
2817,2
2818,2
2819,2
2820,1
2821,0
2822,0
2823,2
2824,2
2825,2
2826,1
2827,2
2828,1
2829,1
2830,1
2831,1
2832,2
2833,2
2834,1
2835,1
2836,1
2837,2
2838,2
2839,1
2840,1
2841,2
2842,2
2843,2
2844,1
2845,2
2846,2
2847,0
2848,1
2849,1
2850,2
2851,0
2852,1
2853,1
2854,2
2855,2
2856,1
2857,0
2858,0
2859,0
2860,1
2861,2
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,2
2869,0
2870,0
2871,2
2872,2
2873,1
2874,2
2875,0
2876,2
2877,2
2878,0
2879,1
2880,0
2881,0
2882,1
2883,2
2884,2
2885,0
2886,1
2887,1
2888,2
2889,1
2890,1
2891,2
2892,0
2893,0
2894,2
2895,1
2896,1
2897,2
2898,0
2899,0
2900,1
2901,1
2902,0
2903,1
2904,1
2905,0
2906,2
2907,2
2908,1
2909,1
2910,1
2911,2
2912,1
2913,1
2914,1
2915,0
2916,1
2917,1
2918,0
2919,1
2920,1
2921,0
2922,1
2923,2
2924,0
2925,1
2926,1
2927,0
2928,1
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,1
2937,0
2938,2
2939,0
2940,1
2941,1
2942,2
2943,2
2944,1
2945,1
2946,2
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,2
2954,0
2955,1
2956,0
2957,0
2958,2
2959,0
2960,2
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,0
2978,0
2979,1
2980,1
2981,1
2982,2
2983,1
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,1
2993,0
2994,2
2995,1
